ListingNumber,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,LoanOriginalAmount,LoanOriginationDate
1083445,36,Current,0.17611,0.14,0.13,7,Debt Consolidation,GA,Analyst,Employed,0,1,11,11,0,0.0,5000.0,17000,2014
681048,60,Current,0.22693,0.2024,0.1924,6,Debt Consolidation,CA,Other,Full-time,0,1,35,35,0,0.0,3000.0,15000,2012
590872,36,Current,0.12427,0.0964,0.0864,9,Home Improvement,AL,Other,Employed,0,3,78,78,0,0.0,12500.0,5500,2012
477201,36,Completed,0.29265,0.2575,0.2475,7,Debt Consolidation,IL,Analyst,Employed,10776,1,36,36,0,0.0,4700.0,5800,2010
832047,60,Completed,0.20593,0.1819,0.1719,9,Debt Consolidation,FL,Military Officer,Employed,0,4,82,81,1,0.0,35000.0,6500,2013
780154,36,Current,0.2878,0.2492,0.2392,4,Home Improvement,FL,Food Service Management,Employed,692,2,19,19,0,0.0,8000.0,4000,2013
419970,36,Completed,0.22237,0.2,0.19,7,Debt Consolidation,PA,Analyst,Full-time,0,1,15,15,0,0.0,13000.0,8500,2009
1032611,36,Current,0.08496,0.0716,0.0616,11,Debt Consolidation,AZ,Engineer - Mechanical,Employed,0,1,35,35,0,0.0,7000.0,12000,2013
531757,36,Chargedoff,0.2924,0.2537,0.2437,3,Business,MO,Other,Not employed,100,1,12,12,0,0.0,3500.0,3500,2011
598116,36,Current,0.18316,0.1469,0.1369,7,Auto,CA,Professional,Full-time,51344,1,35,33,2,0.0,1800.0,15000,2012
1052806,60,Current,0.21474,0.1905,0.1805,7,Debt Consolidation,OH,Computer Programmer,Employed,0,3,89,89,0,0.0,6500.0,2500,2013
1195134,60,Current,0.15844,0.1355,0.1255,10,Debt Consolidation,CA,Executive,Employed,0,1,4,4,0,0.0,15000.0,25000,2014
441814,36,Completed,0.2325,0.21,0.2,9,Other,CA,Other,Retired,0,1,29,29,0,0.0,8000.0,2500,2010
1053059,36,Current,0.0903,0.0769,0.0669,11,Wedding Loans,KS,Skilled Labor,Employed,0,1,22,22,0,0.0,2000.0,5000,2013
794573,60,Current,0.22283,0.1984,0.1884,4,Home Improvement,MS,Other,Employed,0,2,3,3,0,0.0,13000.0,15000,2013
744282,36,Current,0.35356,0.3134,0.3034,3,Business,NY,Professional,Employed,0,1,6,5,1,0.0,5001.0,4000,2013
806518,60,Current,0.14453,0.1219,0.1119,8,Debt Consolidation,GA,Other,Employed,0,3,48,38,10,0.0,30000.0,10000,2013
508076,36,Chargedoff,0.34621,0.3099,0.2999,2,Other,AZ,Flight Attendant,Employed,0,1,9,7,2,0.0,3750.0,7500,2011
419393,36,Completed,0.3115,0.2879,0.2779,9,Other,TX,Accountant/CPA,Full-time,0,1,3,3,0,0.0,25000.0,2000,2009
501844,36,Completed,0.32576,0.2899,0.2799,6,Home Improvement,IL,Teacher,Full-time,0,1,9,9,0,0.0,2000.0,3500,2011
448924,36,Completed,0.15144,0.13,0.12,9,Other,NC,Other,Full-time,0,1,4,4,0,0.0,2900.0,2900,2010
627508,36,Current,0.2706,0.2324,0.2224,3,Debt Consolidation,CA,Scientist,Employed,4128,1,12,12,0,0.0,7500.0,15000,2012
605304,60,Current,0.20705,0.183,0.173,6,Debt Consolidation,MO,Other,Employed,0,2,14,14,0,0.0,14000.0,11000,2012
847611,60,Current,0.17522,0.1519,0.1419,7,Debt Consolidation,MD,Analyst,Employed,0,1,7,7,0,0.0,18500.0,6500,2013
541077,36,Current,0.25494,0.2171,0.2071,2,Debt Consolidation,ID,Other,Other,27136,2,58,58,0,0.0,4500.0,15000,2011
546568,36,Completed,0.18478,0.1559,0.1459,6,Home Improvement,WA,Accountant/CPA,Employed,0,3,81,81,0,0.0,11500.0,6500,2012
715627,60,Current,0.11695,0.0949,0.0849,10,Business,MS,Executive,Employed,0,1,15,15,0,0.0,5000.0,10000,2013
1136582,36,Current,0.15223,0.1239,0.1139,11,Debt Consolidation,CA,Social Worker,Employed,0,1,10,10,0,0.0,8630.0,12260,2014
794204,36,Current,0.30285,0.2639,0.2539,6,Wedding Loans,FL,Postal Service,Employed,508,1,21,19,2,0.0,4000.0,3500,2013
852801,36,Completed,0.0893,0.0759,0.0659,10,Debt Consolidation,FL,Other,Employed,0,5,13,13,0,0.0,18000.0,2000,2013
594421,60,Current,0.16151,0.1385,0.1285,8,Other,OH,Retail Management,Employed,0,4,55,55,0,0.0,16687.88,13000,2012
430908,36,Chargedoff,0.37453,0.35,0.34,5,Other,GA,Military Enlisted,Full-time,0,1,21,21,0,0.0,3001.0,2000,2009
561361,36,Current,0.11766,0.0899,0.0799,8,Debt Consolidation,GA,Food Service,Employed,0,1,12,12,0,0.0,2000.0,5000,2012
548083,36,Current,0.12528,0.0974,0.0874,8,Debt Consolidation,PA,Professional,Employed,0,1,8,8,0,0.0,12000.0,10000,2012
460883,36,Chargedoff,0.38723,0.35,0.34,5,Other,CA,Engineer - Mechanical,Full-time,0,1,12,12,0,0.0,7500.0,2500,2010
1009257,36,Current,0.1802,0.144,0.134,8,Debt Consolidation,FL,Other,Employed,0,2,37,37,0,0.0,20500.0,10000,2013
458727,36,Chargedoff,0.11296,0.092,0.082,9,Student Use,FL,Professor,Full-time,0,1,5,5,0,0.0,8500.0,3000,2010
631138,60,Current,0.29464,0.2684,0.2584,3,Debt Consolidation,CA,Other,Employed,83,1,1,1,0,0.0,4000.0,7500,2012
961705,36,Completed,0.15833,0.1299,0.1199,9,Debt Consolidation,NC,Analyst,Employed,0,1,12,12,0,0.0,5000.0,15000,2013
688255,36,Current,0.21025,0.1734,0.1634,4,Business,IL,Computer Programmer,Employed,0,2,18,18,0,0.0,12500.0,7500,2012
692346,60,Current,0.17061,0.1474,0.1374,7,Debt Consolidation,WA,Bus Driver,Employed,0,3,47,47,0,0.0,10500.0,8500,2013
425995,36,Chargedoff,0.20204,0.165,0.155,8,Debt Consolidation,IL,Other,Self-employed,0,1,12,12,0,0.0,1000.0,1000,2009
585790,60,Past Due (31-60 days),0.24702,0.222,0.212,5,Debt Consolidation,TX,Other,Full-time,0,1,17,8,9,0.0,3500.0,13500,2012
1239522,60,Current,0.13455,0.1119,0.1019,11,Other,MA,Other,Employed,0,3,36,35,1,0.0,32000.0,19600,2014
451636,36,Completed,0.37453,0.35,0.34,5,Debt Consolidation,TX,Accountant/CPA,Full-time,0,2,58,58,0,0.0,5100.0,4500,2010
496143,36,Completed,0.25424,0.2199,0.2099,7,Debt Consolidation,MD,Other,Full-time,0,1,35,35,0,0.0,24000.0,7500,2011
1083844,60,Current,0.24856,0.2235,0.2135,3,Debt Consolidation,MD,Clerical,Employed,0,3,21,21,0,0.0,10000.0,10000,2014
831995,36,Current,0.31032,0.2712,0.2612,2,Debt Consolidation,KS,Engineer - Mechanical,Employed,0,1,9,9,0,0.0,9000.0,4000,2013
481830,36,Completed,0.14567,0.1189,0.1089,8,Debt Consolidation,NY,Retail Management,Full-time,2366,1,5,5,0,0.0,3800.0,2000,2010
620677,36,Completed,0.19645,0.1599,0.1499,6,Debt Consolidation,IN,Skilled Labor,Full-time,0,3,30,30,0,0.0,8500.0,2800,2012
592266,36,Current,0.22742,0.1902,0.1802,5,Debt Consolidation,NV,Attorney,Employed,63482,1,32,32,0,0.0,7500.0,7000,2012
515020,36,Completed,0.22362,0.1899,0.1799,7,Debt Consolidation,CO,Professional,Employed,0,1,1,1,0,0.0,5500.0,7500,2011
642121,36,Past Due (1-15 days),0.27725,0.2389,0.2289,3,Vacation,NH,Computer Programmer,Employed,0,1,26,26,0,0.0,9000.0,8000,2012
651848,60,Current,0.17317,0.1499,0.1399,8,Home Improvement,MI,Other,Employed,0,2,60,60,0,0.0,3700.0,4000,2012
888232,36,Current,0.1709,0.1349,0.1249,9,Debt Consolidation,IL,Other,Employed,0,6,47,47,0,0.0,35200.0,2500,2013
639886,36,Chargedoff,0.35797,0.3177,0.3077,1,Debt Consolidation,TX,Professional,Employed,17209,2,32,32,0,0.0,20121.0,4000,2012
887683,60,Current,0.17522,0.1519,0.1419,9,Debt Consolidation,TX,Clerical,Employed,0,1,32,32,0,0.0,6500.0,10000,2013
471643,36,Completed,0.39821,0.35,0.34,3,Debt Consolidation,MI,Sales - Retail,Employed,0,1,6,6,0,0.0,1000.0,1300,2010
528351,36,Current,0.27467,0.2399,0.2299,4,Debt Consolidation,CA,Professor,Employed,0,3,91,87,4,0.0,7650.0,5500,2011
766538,36,Past Due (61-90 days),0.3179,0.2786,0.2686,3,Other,WA,Retail Management,Employed,8037,1,1,1,0,0.0,5000.0,4000,2013
503679,36,Completed,0.20321,0.1699,0.1599,8,Debt Consolidation,IL,Other,Other,0,1,32,32,0,0.0,5000.0,10000,2011
623812,60,Current,0.24682,0.2218,0.2118,4,Business,CA,Food Service Management,Self-employed,0,1,35,34,1,0.0,8000.0,8000,2012
536527,36,Chargedoff,0.35244,0.316,0.306,3,Business,VA,Professional,Full-time,25,2,50,49,1,0.0,4500.0,5500,2011
513623,36,Current,0.34621,0.3099,0.2999,4,Other,WA,Computer Programmer,Employed,0,1,10,9,1,0.0,1500.0,2000,2011
523753,36,Current,0.34621,0.3099,0.2999,4,Auto,FL,Clergy,Employed,102936,1,34,34,0,0.0,5000.0,5000,2011
560362,36,Chargedoff,0.33973,0.2999,0.2899,3,Large Purchases,WA,Civil Service,Employed,0,1,9,9,0,0.0,2000.0,2000,2012
608095,60,Current,0.29464,0.2684,0.2584,4,Household Expenses,OH,Laborer,Employed,0,1,10,10,0,0.0,5000.0,4000,2012
549769,36,Completed,0.28339,0.2449,0.2349,2,Debt Consolidation,CA,Professional,Employed,0,1,7,6,1,0.0,18166.2,9000,2012
594760,36,Current,0.26681,0.2287,0.2187,5,Debt Consolidation,FL,Professional,Employed,0,1,9,9,0,0.0,5000.0,5000,2012
1186184,60,Current,0.23293,0.208,0.198,7,Debt Consolidation,OR,Computer Programmer,Employed,0,6,47,45,2,0.0,23500.0,8500,2014
954585,36,Current,0.09,0.0766,0.0666,11,Home Improvement,IL,Accountant/CPA,Employed,0,2,70,70,0,0.0,16000.0,12500,2013
538172,36,Current,0.18986,0.1609,0.1509,6,Debt Consolidation,IL,Other,Full-time,0,1,20,20,0,0.0,2500.0,9500,2011
767199,60,Current,0.22283,0.1984,0.1884,5,Large Purchases,OH,Food Service Management,Employed,103,1,10,10,0,0.0,6000.0,7000,2013
658390,36,Chargedoff,0.17754,0.1414,0.1314,7,Home Improvement,FL,Other,Employed,0,2,10,9,1,0.0,11000.0,4800,2012
544565,36,Past Due (61-90 days),0.18478,0.1559,0.1459,6,Debt Consolidation,CA,Other,Employed,0,2,50,50,0,0.0,7000.0,2500,2011
489972,60,Current,0.17809,0.164,0.154,8,Debt Consolidation,MS,Other,Full-time,0,2,49,49,0,0.0,5000.0,15000,2011
539296,36,Completed,0.13545,0.1074,0.0974,8,Business,CA,Administrative Assistant,Full-time,0,2,24,24,0,0.0,2500.0,4000,2011
663339,36,Current,0.21025,0.1734,0.1634,4,Auto,VA,Administrative Assistant,Full-time,228,1,28,28,0,0.0,2000.0,2000,2012
1005729,36,Current,0.23898,0.2015,0.1915,7,Debt Consolidation,IL,Truck Driver,Employed,0,1,35,35,0,0.0,1050.0,4000,2013
470553,36,Defaulted,0.38723,0.35,0.34,6,Debt Consolidation,WA,Sales - Commission,Employed,1650,2,15,10,1,4.0,7500.0,3000,2010
518853,36,Completed,0.34621,0.3099,0.2999,2,Business,MO,Professional,Employed,0,1,10,10,0,0.0,7500.0,5000,2011
740980,36,Current,0.20462,0.1679,0.1579,5,Debt Consolidation,TX,Architect,Employed,0,2,23,23,0,0.0,22000.0,11500,2013
1025281,36,Current,0.11563,0.0879,0.0779,10,Boat,CA,Other,Employed,0,1,11,11,0,0.0,2000.0,3500,2013
499125,36,Completed,0.32576,0.2899,0.2799,4,Auto,SC,Food Service Management,Full-time,0,2,50,49,1,0.0,4200.0,4400,2011
442807,36,Completed,0.29334,0.27,0.26,6,Debt Consolidation,MO,Computer Programmer,Full-time,0,1,26,26,0,0.0,2500.0,6000,2010
486454,36,Completed,0.07639,0.073,0.063,10,Debt Consolidation,IL,Retail Management,Full-time,0,1,7,7,0,0.0,8000.0,6000,2010
450451,36,Completed,0.37443,0.3499,0.3399,1,Debt Consolidation,CA,Military Enlisted,Full-time,0,1,10,10,0,0.0,15000.0,6500,2010
537959,12,Completed,0.06589,0.0565,0.0465,10,Home Improvement,VA,Analyst,Employed,0,1,1,1,0,0.0,5000.0,2000,2011
596915,60,Current,0.35838,0.3304,0.3204,2,Debt Consolidation,GA,Computer Programmer,Employed,23511,1,9,9,0,0.0,2000.0,2000,2012
630990,60,Current,0.17184,0.1486,0.1386,8,Debt Consolidation,FL,Computer Programmer,Employed,0,1,14,14,0,0.0,7000.0,15000,2012
597666,36,Current,0.26681,0.2287,0.2187,4,Debt Consolidation,CA,Pilot - Private/Commercial,Employed,100,1,35,35,0,0.0,9000.0,7000,2012
586830,36,Defaulted,0.33973,0.2999,0.2899,1,Debt Consolidation,KY,Other,Full-time,13356,1,35,35,0,0.0,3500.0,4000,2012
773068,36,Current,0.19236,0.1559,0.1459,10,Debt Consolidation,CA,Engineer - Mechanical,Employed,0,3,68,63,5,0.0,18900.0,7000,2013
427065,36,Completed,0.1119,0.08,0.07,10,Home Improvement,MN,Professional,Full-time,0,1,8,8,0,0.0,1000.0,1100,2010
595673,36,Current,0.26681,0.2287,0.2187,2,Debt Consolidation,AZ,Professional,Self-employed,0,3,92,92,0,0.0,14800.0,4000,2012
644332,36,Completed,0.13697,0.1089,0.0989,7,Debt Consolidation,CA,Other,Employed,0,3,14,14,0,0.0,14430.0,20000,2012
526172,36,Current,0.22362,0.1899,0.1799,6,Debt Consolidation,TN,Teacher,Full-time,0,1,21,21,0,0.0,5500.0,15000,2011
660995,36,Current,0.21025,0.1734,0.1634,4,Vacation,AL,Other,Self-employed,32138,1,9,8,1,0.0,8000.0,3000,2012
795150,36,Current,0.28032,0.2419,0.2319,5,Home Improvement,AK,Truck Driver,Employed,0,5,47,46,1,0.0,16700.0,4000,2013
768738,60,Current,0.14965,0.1269,0.1169,8,Business,GA,Professional,Employed,0,1,31,30,1,0.0,5000.0,20000,2013
600210,36,Completed,0.07821,0.0649,0.0549,10,Business,MO,Military Officer,Employed,0,2,28,28,0,0.0,15282.5,17500,2012
530809,36,Current,0.27467,0.2399,0.2299,3,Business,MO,Other,Self-employed,0,1,35,34,1,0.0,4000.0,7500,2011
523323,36,Current,0.124,0.1029,0.0929,8,Debt Consolidation,OH,Other,Employed,0,2,53,52,1,0.0,32850.0,14600,2011
491134,36,Completed,0.32576,0.2899,0.2799,5,Debt Consolidation,CA,Engineer - Mechanical,Full-time,0,1,36,36,0,0.0,5000.0,7000,2011
491387,36,Completed,0.28488,0.2499,0.2399,7,Other,FL,Other,Other,25,1,12,11,1,0.0,1500.0,2500,2011
987304,60,Current,0.26333,0.2379,0.2279,3,Business,NJ,Professional,Employed,0,1,1,1,0,0.0,10000.0,10000,2013
1082957,60,Current,0.15016,0.1274,0.1174,11,Debt Consolidation,CO,Computer Programmer,Employed,0,1,13,13,0,0.0,7400.0,25000,2013
617909,60,Current,0.2893,0.2632,0.2532,2,Debt Consolidation,NJ,Other,Employed,4235,1,8,6,2,0.0,4000.0,5000,2012
720541,60,Current,0.17061,0.1474,0.1374,6,Home Improvement,FL,Attorney,Employed,0,1,27,26,1,0.0,5000.0,4000,2013
433179,36,Completed,0.28777,0.2645,0.2545,8,Debt Consolidation,ID,Other,Full-time,0,1,6,6,0,0.0,1000.0,4500,2009
611180,36,Chargedoff,0.26681,0.2287,0.2187,2,Business,AK,Food Service Management,Employed,0,1,14,11,3,0.0,6000.0,15000,2012
877394,60,Current,0.33698,0.3096,0.2996,3,Auto,IN,Administrative Assistant,Employed,93237,1,11,11,0,0.0,4000.0,4000,2013
779251,60,Current,0.17522,0.1519,0.1419,6,Debt Consolidation,MA,Food Service Management,Employed,0,2,17,17,0,0.0,12000.0,4000,2013
545996,60,Completed,0.16487,0.1465,0.1365,9,Debt Consolidation,WV,Computer Programmer,Employed,0,1,3,3,0,0.0,4500.0,15500,2011
790854,36,Current,0.33286,0.2932,0.2832,2,Household Expenses,GA,Professional,Employed,223,1,10,8,2,0.0,2000.0,4000,2013
1157903,60,Current,0.21166,0.1875,0.1775,9,Home Improvement,TX,Professional,Employed,0,1,9,9,0,0.0,15000.0,15000,2014
1131195,60,Current,0.16969,0.1465,0.1365,9,Auto,ID,Civil Service,Employed,0,1,9,9,0,0.0,4000.0,3000,2014
544997,36,Completed,0.18478,0.1559,0.1459,6,Debt Consolidation,NC,Computer Programmer,Employed,0,1,9,9,0,0.0,15000.0,12000,2011
583538,60,Current,0.28704,0.261,0.251,4,Auto,CA,Other,Employed,0,1,17,17,0,0.0,6000.0,2000,2012
502571,36,Current,0.10375,0.0829,0.0729,9,Debt Consolidation,CA,Nurse (RN),Full-time,106071,1,35,35,0,0.0,23000.0,20000,2011
782045,36,Current,0.33286,0.2932,0.2832,2,Large Purchases,GA,Teacher,Full-time,2336,3,88,84,4,0.0,8841.0,4000,2013
487469,36,Completed,0.22066,0.187,0.177,7,Home Improvement,TX,Professional,Employed,5402,2,45,45,0,0.0,7750.0,2500,2010
1129242,60,Current,0.14658,0.1239,0.1139,6,Debt Consolidation,FL,Professional,Self-employed,0,1,17,17,0,0.0,15000.0,15000,2014
697595,36,Completed,0.09988,0.0864,0.0764,10,Debt Consolidation,IL,Professional,Employed,0,2,26,26,0,0.0,18500.0,11000,2013
953017,60,Current,0.24754,0.2225,0.2125,4,Debt Consolidation,WV,Postal Service,Employed,0,2,58,58,0,0.0,12000.0,2500,2013
640672,60,Current,0.20931,0.1852,0.1752,5,Debt Consolidation,SC,Administrative Assistant,Employed,748,3,64,59,5,0.0,18998.0,9500,2012
542351,36,Completed,0.2924,0.2537,0.2437,2,Other,CA,Police Officer/Correction Officer,Employed,2178,1,1,1,0,0.0,10752.52,5000,2011
1061978,36,Current,0.08496,0.0716,0.0616,11,Home Improvement,CA,Other,Employed,0,1,6,6,0,0.0,16000.0,15000,2013
836132,36,Current,0.15324,0.1249,0.1149,8,Auto,GA,Other,Other,0,1,20,20,0,0.0,7500.0,15000,2013
640468,36,Completed,0.13697,0.1089,0.0989,8,Debt Consolidation,TX,Accountant/CPA,Employed,0,1,9,9,0,0.0,2000.0,3800,2012
554046,60,Completed,0.2699,0.2443,0.2343,3,Wedding Loans,CO,Retail Management,Full-time,0,3,66,64,2,0.0,12000.0,10000,2012
965348,36,Current,0.09534,0.0819,0.0719,11,Debt Consolidation,WA,Military Enlisted,Employed,0,2,44,44,0,0.0,7000.0,10000,2013
517270,36,Completed,0.124,0.1029,0.0929,9,Debt Consolidation,KS,Laborer,Full-time,0,1,11,11,0,0.0,1000.0,4500,2011
547957,36,Current,0.28728,0.2487,0.2387,2,Business,FL,Attorney,Self-employed,0,2,51,51,0,0.0,6000.0,2500,2012
682152,36,Current,0.35797,0.3177,0.3077,3,Medical/Dental,MD,Construction,Employed,0,1,35,35,0,0.0,6001.0,2500,2012
655821,36,Current,0.32538,0.2859,0.2759,4,Medical/Dental,WI,Other,Employed,0,3,80,80,0,0.0,8500.0,4000,2012
1009531,36,Current,0.08496,0.0716,0.0616,11,Debt Consolidation,TX,Food Service Management,Employed,0,5,80,80,0,0.0,31410.0,15000,2013
456828,36,Completed,0.36438,0.34,0.33,3,Student Use,OH,Computer Programmer,Full-time,249,1,28,28,0,0.0,7600.0,2500,2010
1077131,36,Current,0.06726,0.0605,0.0505,11,Home Improvement,AZ,Food Service,Employed,0,3,39,38,1,0.0,14800.0,6500,2014
494488,36,Completed,0.10375,0.0829,0.0729,9,Debt Consolidation,CA,Professional,Employed,0,1,16,16,0,0.0,6000.0,8000,2011
545513,60,Completed,0.16487,0.1465,0.1365,8,Debt Consolidation,TX,Executive,Employed,0,1,9,9,0,0.0,7000.0,19000,2011
604529,36,Current,0.22742,0.1902,0.1802,4,Debt Consolidation,NJ,Sales - Commission,Employed,0,2,61,61,0,0.0,4000.0,12500,2012
435132,36,Completed,0.1624,0.1384,0.1284,10,Auto,CA,Sales - Commission,Full-time,0,1,14,14,0,0.0,21000.0,1500,2009
805917,36,Current,0.25013,0.2124,0.2024,3,Debt Consolidation,AZ,Food Service,Employed,12622,1,9,9,0,0.0,4500.0,3500,2013
425683,36,Completed,0.23507,0.21,0.2,5,Debt Consolidation,CA,Medical Technician,Full-time,0,2,40,40,0,0.0,5101.0,1500,2009
892946,36,Completed,0.28544,0.2469,0.2369,4,Home Improvement,CA,Nurse (RN),Employed,0,1,5,5,0,0.0,13000.0,7500,2013
862013,36,Current,0.13138,0.1034,0.0934,9,Auto,AZ,Waiter/Waitress,Employed,0,1,32,32,0,0.0,7000.0,3000,2013
510335,36,Completed,0.27467,0.2399,0.2299,7,Debt Consolidation,WA,Nurse (RN),Employed,979,2,34,34,0,0.0,2000.0,2000,2011
632614,60,Current,0.24682,0.2218,0.2118,4,Debt Consolidation,AL,Other,Employed,0,1,6,6,0,0.0,7000.0,10000,2012
618800,36,Current,0.23121,0.1939,0.1839,4,Debt Consolidation,CA,Other,Not employed,0,1,13,13,0,0.0,5000.0,5000,2012
640701,60,Current,0.25789,0.2326,0.2226,3,Debt Consolidation,IL,Laborer,Employed,1650,1,18,17,1,0.0,15000.0,13000,2012
556844,60,Current,0.20358,0.1845,0.1745,5,Debt Consolidation,GA,Teacher,Employed,0,1,6,6,0,0.0,7000.0,15000,2012
527950,36,Completed,0.34887,0.3125,0.3025,1,Debt Consolidation,OH,Nurse (LPN),Full-time,0,2,40,40,0,0.0,4000.0,4000,2011
1174004,36,Current,0.06726,0.0605,0.0505,10,Auto,WA,Professional,Employed,0,1,8,8,0,0.0,4000.0,15000,2014
466867,36,Completed,0.36438,0.34,0.33,6,Other,CO,Medical Technician,Full-time,342,1,9,9,0,0.0,2500.0,2000,2010
767292,36,Current,0.18725,0.1509,0.1409,6,Home Improvement,GA,Professor,Employed,0,1,5,5,0,0.0,4000.0,4500,2013
519907,60,Chargedoff,0.29371,0.2699,0.2599,4,Debt Consolidation,CO,Other,Self-employed,44,3,76,76,0,0.0,7600.0,10000,2011
684270,60,Current,0.19907,0.1752,0.1652,5,Debt Consolidation,CA,Engineer - Mechanical,Employed,0,3,75,75,0,0.0,22900.0,15000,2012
526680,36,Defaulted,0.34621,0.3099,0.2999,2,Debt Consolidation,IN,Other,Employed,0,2,7,7,0,0.0,10000.0,4000,2011
503462,60,Defaulted,0.27322,0.2499,0.2399,7,Debt Consolidation,IL,Professional,Employed,0,1,3,3,0,0.0,4000.0,15000,2011
599358,36,Completed,0.12427,0.0964,0.0864,9,Home Improvement,IL,Sales - Commission,Full-time,0,3,53,53,0,0.0,19500.0,2000,2012
956707,36,Current,0.20524,0.1685,0.1585,9,Debt Consolidation,CO,Architect,Employed,0,1,16,16,0,0.0,10000.0,9000,2014
685648,36,Current,0.17754,0.1414,0.1314,6,Debt Consolidation,NC,Sales - Commission,Employed,0,2,18,18,0,0.0,11500.0,15000,2012
721327,60,Current,0.09959,0.0779,0.0679,10,Debt Consolidation,CA,Professional,Employed,16882,3,53,53,0,0.0,32850.0,13500,2013
569899,36,Chargedoff,0.26681,0.2287,0.2187,7,Other,FL,Nurse (LPN),Employed,0,1,10,8,2,0.0,5000.0,5500,2012
575309,60,Chargedoff,0.20358,0.1845,0.1745,7,Home Improvement,MI,Teacher,Employed,0,2,18,18,0,0.0,24341.0,11946,2012
511915,36,Completed,0.22362,0.1899,0.1799,7,Business,NC,Police Officer/Correction Officer,Employed,0,1,9,9,0,0.0,10000.0,7500,2011
750127,36,Current,0.32538,0.2859,0.2759,2,Home Improvement,NJ,Executive,Employed,0,1,10,10,0,0.0,4000.0,4000,2013
425526,36,Completed,0.1241,0.103,0.093,8,Debt Consolidation,CT,Executive,Full-time,0,1,22,22,0,0.0,6000.0,6000,2009
1036303,36,Current,0.13189,0.1039,0.0939,11,Debt Consolidation,IN,Administrative Assistant,Employed,0,2,61,60,1,0.0,6000.0,8000,2013
924874,60,Current,0.20808,0.184,0.174,11,Debt Consolidation,CA,Executive,Employed,0,3,69,67,2,0.0,15600.0,22000,2013
591556,36,Current,0.18316,0.1469,0.1369,7,Other,IL,Other,Employed,0,1,33,33,0,0.0,1500.0,3500,2012
865732,60,Current,0.20081,0.1769,0.1669,6,Debt Consolidation,MO,Attorney,Employed,0,1,19,19,0,0.0,7200.0,8880,2013
777367,60,Current,0.14453,0.1219,0.1119,8,Business,MA,Engineer - Electrical,Full-time,0,4,88,88,0,0.0,35000.0,12500,2013
525312,36,Completed,0.34621,0.3099,0.2999,3,Other,TX,Tradesman - Mechanic,Employed,0,3,47,47,0,0.0,20500.0,4000,2011
758026,60,Current,0.14965,0.1269,0.1169,10,Other,MN,Analyst,Employed,11520,3,93,91,2,0.0,9000.0,7500,2013
553422,60,Past Due (1-15 days),0.20358,0.1845,0.1745,7,Debt Consolidation,MD,Engineer - Mechanical,Employed,0,1,9,8,1,0.0,14238.56,11500,2012
428718,36,Completed,0.39153,0.35,0.34,9,Debt Consolidation,MS,Teacher,Full-time,0,1,12,12,0,0.0,3000.0,1000,2009
472598,36,Completed,0.33043,0.27,0.26,4,Debt Consolidation,MN,Teacher,Full-time,0,1,27,27,0,0.0,5000.0,1000,2010
779330,36,Current,0.29537,0.2566,0.2466,2,Debt Consolidation,VT,Professional,Employed,0,1,13,13,0,0.0,4000.0,4000,2013
695635,60,Current,0.20367,0.1797,0.1697,7,Home Improvement,MI,Truck Driver,Employed,0,1,9,9,0,0.0,4000.0,13000,2013
455346,36,Completed,0.25223,0.2285,0.2185,7,Debt Consolidation,WI,Clerical,Full-time,0,1,2,2,0,0.0,1000.0,1600,2010
512628,60,Completed,0.14657,0.1329,0.1229,8,Debt Consolidation,CO,Accountant/CPA,Employed,0,1,6,6,0,0.0,7500.0,15000,2011
635751,36,Completed,0.17754,0.1414,0.1314,6,Debt Consolidation,OH,Chemist,Employed,0,4,59,59,0,0.0,39000.0,11000,2012
722464,60,Completed,0.26877,0.2432,0.2332,5,Debt Consolidation,SC,Teacher,Employed,0,1,7,7,0,0.0,2300.0,5000,2013
586326,60,Current,0.16151,0.1385,0.1285,8,Home Improvement,WI,Computer Programmer,Employed,0,1,19,19,0,0.0,3000.0,16000,2012
439537,36,Completed,0.37733,0.35,0.34,6,Other,AZ,Other,Full-time,0,1,18,18,0,0.0,1500.0,1500,2009
545103,36,Completed,0.12528,0.0974,0.0874,9,Home Improvement,TN,Car Dealer,Employed,0,1,12,12,0,0.0,6000.0,6500,2011
824803,36,Past Due (1-15 days),0.20053,0.1639,0.1539,6,Debt Consolidation,FL,Nurse (RN),Employed,0,1,11,11,0,0.0,3000.0,10000,2013
613577,36,Past Due (31-60 days),0.33973,0.2999,0.2899,2,Debt Consolidation,FL,Other,Full-time,0,1,35,35,0,0.0,5000.0,2000,2012
520130,36,Chargedoff,0.34887,0.3125,0.3025,1,Home Improvement,VT,Administrative Assistant,Full-time,478,2,51,49,2,0.0,5000.0,4000,2011
1127244,36,Current,0.12626,0.098,0.088,10,Debt Consolidation,CA,Food Service,Employed,0,2,59,59,0,0.0,8000.0,4000,2014
498198,36,Current,0.32576,0.2899,0.2799,4,Home Improvement,NC,Executive,Self-employed,0,1,2,2,0,0.0,3900.0,5400,2011
